update,cycle,active_n,transitions_per_arm,tokens_per_arm,shared_success,specialist_success,shared_loss,specialist_loss,shared_gradient_norm,specialist_gradient_norm,sample_replay_logp_max_error,prefix_replay_max_error,masked_probability_mass_max,elapsed_seconds
301,61,2,154112,615424,0.0,0.0,-0.00214306334964931,-0.010474620386958122,0.06125747039914131,0.0032752135302871466,0.0,0.0,0.0,828.8080646000017
302,61,5,154624,617984,0.0,0.0,-0.010923672467470169,-0.017047030851244926,0.025043172761797905,0.0013853672426193953,0.0,0.0,0.0,831.3778899000026
303,61,4,155136,620032,0.0,0.0,-0.008590967394411564,-0.015450364910066128,0.053184010088443756,0.0014163411688059568,0.0,0.0,0.0,833.5947968000037
304,61,3,155648,621568,0.0,0.0,-0.007294808514416218,-0.012991908006370068,0.06633345037698746,0.0032324136700481176,0.0,0.0,0.0,835.3084663000045
305,61,6,156160,624640,0.0,0.0,-0.012180316261947155,-0.018754342570900917,0.03885659947991371,0.0013095649192109704,0.0,0.0,0.0,838.8990102000025
306,62,6,156672,627712,0.0,0.0,-0.012157182209193707,-0.018754441291093826,0.0355803519487381,0.003290524473413825,0.0,0.0,0.0,841.9997733000055
307,62,4,157184,629760,0.0,0.0,-0.008685189299285412,-0.01544971764087677,0.06179788336157799,0.0034795175306499004,0.0,0.0,0.0,844.6124224000014
308,62,3,157696,631296,0.0,0.0,-0.007570777554064989,-0.012991528026759624,0.0766555592417717,0.0016095268074423075,0.0,0.0,0.0,847.0245131000047
309,62,2,158208,632320,0.0,0.0,-0.0025849277153611183,-0.01047421246767044,0.05674343928694725,0.006448478437960148,0.0,0.0,0.0,849.1102367000058
310,62,5,158720,634880,0.0,0.0,-0.011309502646327019,-0.017047235742211342,0.026892855763435364,0.003106758464127779,0.0,0.0,0.0,852.4308093
311,63,6,159232,637952,0.0,0.0,-0.012246265076100826,-0.018754297867417336,0.03806481510400772,0.0018082146998494864,0.0,0.0,0.0,856.2183867000058
312,63,2,159744,638976,0.0,0.0,-0.002579170512035489,-0.010473773814737797,0.028194785118103027,0.0028638888616114855,0.0,0.0,0.0,858.2666344000027
313,63,3,160256,640512,0.0,0.0,-0.007515930570662022,-0.01299147680401802,0.05752299353480339,0.0025304530281573534,0.0,0.0,0.0,860.6946415000057
314,63,5,160768,643072,0.0,0.0,-0.01130729354918003,-0.017047302797436714,0.034428276121616364,0.002252481644973159,0.0,0.0,0.0,864.0765745000026
315,63,4,161280,645120,0.0,0.0,-0.00899156741797924,-0.015449495054781437,0.037319134920835495,0.0016235550865530968,0.0,0.0,0.0,867.847162200007
316,64,3,161792,646656,0.0,0.0,-0.007474012207239866,-0.01299157366156578,0.09061618149280548,0.004884797148406506,0.0,0.0,0.0,870.6440093000056
317,64,5,162304,649216,0.0,0.0,-0.011393140070140362,-0.017046857625246048,0.04135163873434067,0.004637673031538725,0.0,0.0,0.0,874.7974568000063
318,64,4,162816,651264,0.0,0.0,-0.009035583585500717,-0.01544954627752304,0.08821620047092438,0.0026537177618592978,0.0,0.0,0.0,878.7740743000031
319,64,6,163328,654336,0.0,0.0,-0.01236735749989748,-0.018753657117486,0.04428788647055626,0.0014690174721181393,0.0,0.0,0.0,884.0003499000013
320,64,2,163840,655360,0.0,0.0,-0.0027231911662966013,-0.01047341339290142,0.07550846040248871,0.005296627059578896,0.0,0.0,0.0,886.1790884000002
321,65,3,164352,656896,0.0,0.0,-0.007663771975785494,-0.012990685179829597,0.03937457874417305,0.004219291731715202,0.0,0.0,0.0,888.8910023000062
322,65,2,164864,657920,0.0,0.0,-0.0026648540515452623,-0.010473513044416904,0.021934619173407555,0.005568498745560646,0.0,0.0,0.0,891.0021228000041
323,65,4,165376,659968,0.0,0.0,-0.008996382355690002,-0.015448897145688534,0.030521024018526077,0.002434223424643278,0.0,0.0,0.0,893.756429400004
324,65,6,165888,663040,0.0,0.0,-0.012332337908446789,-0.018752945587038994,0.04202642664313316,0.0014979700790718198,0.0,0.0,0.0,896.7078216000009
325,65,5,166400,665600,0.0,0.0,-0.011273751966655254,-0.01704677753150463,0.03331584855914116,0.0028740332927554846,0.0,0.0,0.0,899.992759700006
326,66,6,166912,668672,0.0,0.0,-0.012348303571343422,-0.01875344105064869,0.033263057470321655,0.0044720713049173355,0.0,0.0,0.0,902.9351340000067
327,66,4,167424,670720,0.0,0.0,-0.008826200850307941,-0.0154484948143363,0.04053512588143349,0.00415030587464571,0.0,0.0,0.0,905.1273022000023
328,66,5,167936,673280,0.0,0.0,-0.011218203231692314,-0.01704644411802292,0.04402075707912445,0.0010372961405664682,0.0,0.0,0.0,908.8737184000056
329,66,2,168448,674304,0.0,0.0,-0.0024562396574765444,-0.010473283939063549,0.12436705082654953,0.0028821181040257215,0.0,0.0,0.0,910.6412533000039
330,66,3,168960,675840,0.0,0.0,-0.0075224763713777065,-0.012990789487957954,0.09438695758581161,0.005482288543134928,0.0,0.0,0.0,912.4807854000028
331,67,3,169472,677376,0.0,0.0,-0.007519690785557032,-0.012990794144570827,0.0831741988658905,0.004668040666729212,0.0,0.0,0.0,914.2251087000041
332,67,5,169984,679936,0.0,0.0,-0.011269534938037395,-0.017046786844730377,0.0287648793309927,0.0009821363491937518,0.0,0.0,0.0,916.763209100005
333,67,4,170496,681984,0.0,0.0,-0.008986761793494225,-0.015448492020368576,0.06888008117675781,0.006750010419636965,0.0,0.0,0.0,919.4501775000026
334,67,6,171008,685056,0.0,0.0,-0.012182521633803844,-0.018753109499812126,0.04930471256375313,0.0025561281945556402,0.0,0.0,0.0,922.7661852000019
335,67,2,171520,686080,0.0,0.0,-0.002638117643073201,-0.010472992435097694,0.08016158640384674,0.004006716888397932,0.0,0.0,0.0,924.032991
336,68,4,172032,688128,0.0,0.0,-0.008979031816124916,-0.015447724610567093,0.04328165575861931,0.0033742464147508144,0.0,0.0,0.0,925.964558300002
337,68,2,172544,689152,0.0,0.0,-0.002654457464814186,-0.010471910238265991,0.02863960899412632,0.008476578630506992,0.0,0.0,0.0,927.0507311000038
338,68,6,173056,692224,0.0,0.0,-0.012160747312009335,-0.01875256933271885,0.02113293670117855,0.0015845460584387183,0.0,0.0,0.0,930.2028268000067
339,68,3,173568,693760,0.0,0.0,-0.0076210033148527145,-0.012990772724151611,0.0733756348490715,0.0020697375293821096,0.0,0.0,0.0,932.2134085000071
340,68,5,174080,696320,0.0,0.0,-0.011342959478497505,-0.01704602688550949,0.02252238243818283,0.002220002468675375,0.0,0.0,0.0,934.6980924000018
341,69,6,174592,699392,0.0,0.0,-0.012331144884228706,-0.01875155046582222,0.046017058193683624,0.0029662258457392454,0.0,0.0,0.0,937.9197892000011
342,69,4,175104,701440,0.0,0.0,-0.009076456539332867,-0.015447600744664669,0.02857484109699726,0.0025253675412386656,0.0,0.0,0.0,940.102195600004
343,69,5,175616,704000,0.0,0.0,-0.011444435454905033,-0.017045237123966217,0.0759071335196495,0.0039055326487869024,0.0,0.0,0.0,942.6450836000004
344,69,3,176128,705536,0.0,0.0,-0.007558109238743782,-0.01299061719328165,0.04658021777868271,0.0019075785530731082,0.0,0.0,0.0,944.0643376000007
345,69,2,176640,706560,0.0,0.0,-0.0026637993287295103,-0.010471943765878677,0.03914502635598183,0.004245378077030182,0.0,0.0,0.0,945.264385500006
346,70,3,177152,708096,0.0,0.0,-0.007399673108011484,-0.012990051880478859,0.12071725726127625,0.0026464846450835466,0.0,0.0,0.0,946.735617600003
347,70,4,177664,710144,0.0,0.0,-0.008863676339387894,-0.015446553006768227,0.046448927372694016,0.004726410377770662,0.0,0.0,0.0,948.7416253000047
348,70,6,178176,713216,0.0,0.0,-0.012128067202866077,-0.018751412630081177,0.047421641647815704,0.006675110198557377,0.0,0.0,0.0,951.4529989000002
349,70,5,178688,715776,0.0,0.0,-0.01116366870701313,-0.01704563945531845,0.08232146501541138,0.0030241976492106915,0.0,0.0,0.0,953.3805524000054
350,70,2,179200,716800,0.0,0.0,-0.0025370055809617043,-0.010470658540725708,0.04122765734791756,0.007455019745975733,0.0,0.0,0.0,954.3168692000036
351,71,3,179712,718336,0.0,0.0,-0.007512448355555534,-0.012989349663257599,0.040512874722480774,0.0033774992916733027,0.0,0.0,0.0,955.5909714000009
352,71,2,180224,719360,0.0,0.0,-0.0025475092697888613,-0.010470854118466377,0.03099512681365013,0.004269145429134369,0.0,0.0,0.0,956.525856100001
353,71,4,180736,721408,0.0,0.0,-0.008777265436947346,-0.015446128323674202,0.04148130863904953,0.006139591336250305,0.0,0.0,0.0,958.2422592000003
354,71,6,181248,724480,0.0,0.0,-0.012200363911688328,-0.018750837072730064,0.023265130817890167,0.001441248576156795,0.0,0.0,0.0,960.6152367000032
355,71,5,181760,727040,0.0,0.0,-0.011078055016696453,-0.017045116052031517,0.06424085795879364,0.00398624874651432,0.0,0.0,0.0,962.4964591000025
356,72,3,182272,728576,0.0,0.0,-0.007642508950084448,-0.012989887036383152,0.09099400043487549,0.005475427024066448,0.0,0.0,0.0,963.8215287000057
357,72,4,182784,730624,0.0,0.0,-0.008902017958462238,-0.015445644035935402,0.05681513249874115,0.0029654763638973236,0.0,0.0,0.0,965.5646403999999
358,72,6,183296,733696,0.0,0.0,-0.012310550548136234,-0.018750250339508057,0.042530130594968796,0.003921750001609325,0.0,0.0,0.0,968.0385815000045
359,72,2,183808,734720,0.0,0.0,-0.0028643112163990736,-0.010469609871506691,0.023193301633000374,0.010201829485595226,0.0,0.0,0.0,969.035163600005
360,72,5,184320,737280,0.0,0.0,-0.011598075740039349,-0.01704491302371025,0.032101377844810486,0.0033820003736764193,0.0,0.0,0.0,971.032074200004
361,73,6,184832,740352,0.0,0.0,-0.012610075064003468,-0.01874992996454239,0.025471225380897522,0.002945780521258712,0.0,0.0,0.0,973.2111839000063
362,73,2,185344,741376,0.0,0.0,-0.00311404000967741,-0.010468523018062115,0.08553892374038696,0.0015669679269194603,0.0,0.0,0.0,974.1379446999999
363,73,4,185856,743424,0.0,0.0,-0.009411175735294819,-0.015445501543581486,0.024869350716471672,0.005369883496314287,0.0,0.0,0.0,975.6976359000037
364,73,3,186368,744960,0.0,0.0,-0.007926564663648605,-0.012988962233066559,0.043074991554021835,0.00584966316819191,0.0,0.0,0.0,976.9673307000048
365,73,5,186880,747520,0.0,0.0,-0.011724661104381084,-0.01704450324177742,0.03921172395348549,0.0018294642213732004,0.0,0.0,0.0,978.9043077000024
366,74,5,187392,750080,0.0,0.0,-0.011589791625738144,-0.017043912783265114,0.03885092958807945,0.003855774411931634,0.0,0.0,0.0,980.7511359000055
367,74,3,187904,751616,0.0,0.0,-0.008016492240130901,-0.012988310307264328,0.05111568793654442,0.0025763045996427536,0.0,0.0,0.0,981.9946356
368,74,2,188416,752640,0.0,0.0,-0.0032933198381215334,-0.01046806015074253,0.059136711061000824,0.002633320866152644,0.0,0.0,0.0,982.9204484000002
369,74,6,188928,755712,0.0,0.0,-0.012761767022311687,-0.018748868256807327,0.026329277083277702,0.0027132928371429443,0.0,0.0,0.0,985.0571317000067
370,74,4,189440,757760,0.0,0.0,-0.009513976983726025,-0.01544492319226265,0.062093984335660934,0.0025385916233062744,0.0,0.0,0.0,986.6160581000004
371,75,5,189952,760320,0.0,0.0,-0.011813923716545105,-0.017042765393853188,0.030006440356373787,0.002437426708638668,0.0,0.0,0.0,988.5318550000011
372,75,3,190464,761856,0.0,0.0,-0.007990279234945774,-0.012987255118787289,0.12447846680879593,0.0021629773546010256,0.0,0.0,0.0,989.9259919000033
373,75,6,190976,764928,0.0,0.0,-0.013034024275839329,-0.018748153001070023,0.025951597839593887,0.003436918603256345,0.0,0.0,0.0,992.3584286000041
374,75,4,191488,766976,0.0,0.0,-0.00961271207779646,-0.01544293761253357,0.04478456452488899,0.008705290965735912,0.0,0.0,0.0,994.0435183000009
375,75,2,192000,768000,0.0,0.0,-0.0035695938859134912,-0.01046606246381998,0.03269588202238083,0.012189140543341637,0.0,0.0,0.0,995.5137801000019
376,76,2,192512,769024,0.0,0.0,-0.0035679559223353863,-0.010465951636433601,0.03223736211657524,0.0070320297963917255,0.0,0.0,0.0,996.9496057000069
377,76,5,193024,771584,0.0,0.0,-0.011909118853509426,-0.017042411491274834,0.045895207673311234,0.004179240670055151,0.0,0.0,0.0,999.3290368000016
378,76,3,193536,773120,0.0,0.0,-0.008094023913145065,-0.0129869868978858,0.06821764260530472,0.008589176461100578,0.0,0.0,0.0,1000.9630258000034
379,76,6,194048,776192,0.0,0.0,-0.013061420992016792,-0.018747271969914436,0.02925918810069561,0.0060757240280508995,0.0,0.0,0.0,1003.851216300005
380,76,4,194560,778240,0.0,0.0,-0.009728447534143925,-0.015442977659404278,0.03372805938124657,0.004086477216333151,0.0,0.0,0.0,1005.6399887000007
381,77,4,195072,780288,0.0,0.0,-0.009702445939183235,-0.015440858900547028,0.04700654745101929,0.0030615483410656452,0.0,0.0,0.0,1007.444816700001
382,77,3,195584,781824,0.0,0.0,-0.008199021220207214,-0.012986503541469574,0.03660498559474945,0.010361939668655396,0.0,0.0,0.0,1008.8706836000056
383,77,5,196096,784384,0.0,0.0,-0.011846194975078106,-0.017041373997926712,0.04106983169913292,0.0046251146122813225,0.0,0.0,0.0,1010.9448650000049
384,77,6,196608,787456,0.0,0.0,-0.013070479966700077,-0.018745211884379387,0.016288187354803085,0.0022791139781475067,0.0,0.0,0.0,1013.5735442000005
385,77,2,197120,788480,0.0,0.0,-0.0036307326517999172,-0.010463585145771503,0.12836335599422455,0.007107779383659363,0.0,0.0,0.0,1014.6631043000016
386,78,4,197632,790528,0.0,0.0,-0.009651368483901024,-0.015438565984368324,0.0777742937207222,0.004964352585375309,0.0,0.0,0.0,1016.3250784000047
387,78,3,198144,792064,0.0,0.0,-0.008248195983469486,-0.012985422275960445,0.05532321333885193,0.006155515089631081,0.0,0.0,0.0,1017.6198833000017
388,78,6,198656,795136,0.0,0.0,-0.012978951446712017,-0.01874440908432007,0.01787590980529785,0.006530232261866331,0.0,0.0,0.0,1019.8642315000034
389,78,5,199168,797696,0.0,0.0,-0.012154479511082172,-0.017040478065609932,0.04684104397892952,0.002144303871318698,0.0,0.0,0.0,1021.9185679000002
390,78,2,199680,798720,0.0,0.0,-0.003911151550710201,-0.01046221237629652,0.11463693529367447,0.017663320526480675,0.0,0.0,0.0,1022.9118725000008
391,79,6,200192,801792,0.0,0.0,-0.013212527148425579,-0.018742773681879044,0.025290299206972122,0.005758809391409159,0.0,0.0,0.0,1025.1766691000012
392,79,2,200704,802816,0.0,0.0,-0.0040700966492295265,-0.010462206788361073,0.05588226765394211,0.009333969093859196,0.0,0.0,0.0,1026.287846500003
393,79,5,201216,805376,0.0,0.0,-0.012092173099517822,-0.017039498314261436,0.06161597743630409,0.0019478444010019302,0.0,0.0,0.0,1028.3558139000015
394,79,4,201728,807424,0.0,0.0,-0.010013872757554054,-0.015438348986208439,0.07212956994771957,0.0018496594857424498,0.0,0.0,0.0,1030.1872646000047
395,79,3,202240,808960,0.0,0.0,-0.008450374007225037,-0.0129838977009058,0.027977988123893738,0.00454804627224803,0.0,0.0,0.0,1031.6021924000015
396,80,4,202752,811008,0.0,0.0,-0.010004888288676739,-0.015436836518347263,0.03242390602827072,0.00606885738670826,0.0,0.0,0.0,1033.1436111000003
397,80,5,203264,813568,0.0,0.0,-0.012209482491016388,-0.017038581892848015,0.03434282913804054,0.00422270642593503,0.0,0.0,0.0,1035.026332100002
398,80,6,203776,816640,0.0,0.0,-0.01348798256367445,-0.018740834668278694,0.0254948902875185,0.002884190995246172,0.0,0.0,0.0,1037.2239708000052
399,80,2,204288,817664,0.0,0.0,-0.004471994005143642,-0.010458705015480518,0.026309100911021233,0.011684385128319263,0.0,0.0,0.0,1038.2458692
400,80,3,204800,819200,0.0,0.0,-0.008667007088661194,-0.012982483021914959,0.030509114265441895,0.0032925268169492483,0.0,0.0,0.0,1039.491907500007
401,81,3,205312,820736,0.0,0.0,-0.008681314997375011,-0.01298157125711441,0.04844258353114128,0.009057433344423771,0.0,0.0,0.0,1040.7432348000002
402,81,2,205824,821760,0.0,0.0,-0.004581117071211338,-0.010454999282956123,0.07547274231910706,0.023307545110583305,0.0,0.0,0.0,1041.6834041000038
403,81,6,206336,824832,0.0,0.0,-0.013538317754864693,-0.018736785277724266,0.02687225490808487,0.004962357692420483,0.0,0.0,0.0,1043.8153951000058
404,81,4,206848,826880,0.0,0.0,-0.010342215187847614,-0.01543536875396967,0.0485956035554409,0.004026002716273069,0.0,0.0,0.0,1045.498192500003
405,81,5,207360,829440,0.0,0.0,-0.012435968965291977,-0.01703735999763012,0.018133385106921196,0.003400941612198949,0.0,0.0,0.0,1047.3934528000027
406,82,4,207872,831488,0.0,0.0,-0.010495581664144993,-0.015432844869792461,0.06359049677848816,0.004675472620874643,0.0,0.0,0.0,1048.9627366000059
407,82,3,208384,833024,0.0,0.0,-0.008941923268139362,-0.012980211526155472,0.06541469693183899,0.005195322446525097,0.0,0.0,0.0,1050.2593916000042
408,82,5,208896,835584,0.0,0.0,-0.01263067964464426,-0.01703615114092827,0.05142985284328461,0.008319811895489693,0.0,0.0,0.0,1052.1803965
409,82,2,209408,836608,0.0,0.0,-0.005042036063969135,-0.010451017878949642,0.0747750923037529,0.029335379600524902,0.0,0.0,0.0,1053.1391871000014
410,82,6,209920,839680,0.0,0.0,-0.01372718159109354,-0.018735677003860474,0.030466381460428238,0.005808016750961542,0.0,0.0,0.0,1055.4353432000062
411,83,5,210432,842240,0.0,0.0,-0.012702004052698612,-0.017034457996487617,0.03841913118958473,0.0035130903124809265,0.0,0.0,0.0,1057.7321422000023
412,83,2,210944,843264,0.0,0.0,-0.005035869777202606,-0.010447686538100243,0.05515854433178902,0.013332350179553032,0.0,0.0,0.0,1059.0054627000063
413,83,6,211456,846336,0.0,0.0,-0.01382413599640131,-0.01873147487640381,0.03530918434262276,0.003583246609196067,0.0,0.0,0.0,1062.097671500007
414,83,3,211968,847872,0.0,0.0,-0.00890329759567976,-0.012977873906493187,0.035469040274620056,0.00662653986364603,0.0,0.0,0.0,1063.6861870000066
415,83,4,212480,849920,0.0,0.0,-0.010637848637998104,-0.015430398285388947,0.022290552034974098,0.012062344700098038,0.0,0.0,0.0,1065.7084343000024
416,84,6,212992,852992,0.0,0.0,-0.013819987885653973,-0.018728217110037804,0.02832009457051754,0.01056479662656784,0.0,0.0,0.0,1068.3867323000013
417,84,4,213504,855040,0.0,0.0,-0.01063090655952692,-0.015428360551595688,0.033015087246894836,0.00899987667798996,0.0,0.0,0.0,1070.1370011000035
418,84,5,214016,857600,0.0,0.0,-0.012722248211503029,-0.017033150419592857,0.029729196801781654,0.004356905352324247,0.0,0.0,0.0,1072.338228600005
419,84,3,214528,859136,0.0,0.0,-0.00891945045441389,-0.012976910918951035,0.06622174382209778,0.0028459520544856787,0.0,0.0,0.0,1073.8182804000025
420,84,2,215040,860160,0.0,0.0,-0.005018362309783697,-0.010444278828799725,0.14943614602088928,0.006750950124114752,0.0,0.0,0.0,1074.884329200002
421,85,6,215552,863232,0.0,0.0,-0.013851646333932877,-0.018725186586380005,0.023038260638713837,0.004861746449023485,0.0,0.0,0.0,1077.1920158000066
422,85,4,216064,865280,0.0,0.0,-0.01065495703369379,-0.015423990786075592,0.04858133941888809,0.007132453378289938,0.0,0.0,0.0,1078.968369400005
423,85,2,216576,866304,0.0,0.0,-0.005184064619243145,-0.010439214296638966,0.1175248920917511,0.018093248829245567,0.0,0.0,0.0,1080.056912400003
424,85,3,217088,867840,0.0,0.0,-0.009064541198313236,-0.012975248508155346,0.009759471751749516,0.004714540205895901,0.0,0.0,0.0,1081.4839317000005
425,85,5,217600,870400,0.0,0.0,-0.012858935631811619,-0.017031462863087654,0.014820870943367481,0.0037889082450419664,0.0,0.0,0.0,1083.3744432000021
426,86,5,218112,872960,0.0,0.0,-0.012971454299986362,-0.017029669135808945,0.03787221014499664,0.0028030769899487495,0.0,0.0,0.0,1085.234605800004
427,86,3,218624,874496,0.0,0.0,-0.009270530194044113,-0.012973513454198837,0.043416183441877365,0.002818064298480749,0.0,0.0,0.0,1086.5870936000065
428,86,2,219136,875520,0.0,0.0,-0.005796378944069147,-0.010434082709252834,0.06502442061901093,0.01610669679939747,0.0,0.0,0.0,1087.7279726000052
429,86,6,219648,878592,0.0,0.0,-0.014378833584487438,-0.018721211701631546,0.018163317814469337,0.007262633182108402,0.0,0.0,0.0,1090.2083535000056
430,86,4,220160,880640,0.0,0.0,-0.011268059723079205,-0.015420165844261646,0.018361113965511322,0.009306342341005802,0.0,0.0,0.0,1091.9493734000062
431,87,4,220672,882688,0.0,0.0,-0.011295453645288944,-0.015415297821164131,0.03539786487817764,0.0088580884039402,0.0,0.0,0.0,1093.6240299000056
432,87,6,221184,885760,0.0,0.0,-0.014479800127446651,-0.01871458999812603,0.043970610946416855,0.009453988634049892,0.0,0.0,0.0,1095.8545032000038
433,87,3,221696,887296,0.0,0.0,-0.00959863979369402,-0.012971951626241207,0.04103631153702736,0.00699951034039259,0.0,0.0,0.0,1097.1321842000034
434,87,2,222208,888320,0.0,0.0,-0.006283452734351158,-0.010424579493701458,0.053757812827825546,0.00824407022446394,0.0,0.0,0.0,1098.1483772000065
435,87,5,222720,890880,0.0,0.0,-0.013342425227165222,-0.01702692359685898,0.026694845408201218,0.004971479065716267,0.0,0.0,0.0,1099.9834773000039
436,88,5,223232,893440,0.0,0.0,-0.013357103802263737,-0.017024032771587372,0.03602170944213867,0.009723448194563389,0.0,0.0,0.0,1101.8249370000049
437,88,2,223744,894464,0.0,0.0,-0.006428828462958336,-0.010417921468615532,0.11320682615041733,0.017239892855286598,0.0,0.0,0.0,1102.7522797000056
438,88,4,224256,896512,0.0,0.0,-0.011652599088847637,-0.015409105457365513,0.03286943584680557,0.010856381617486477,0.0,0.0,0.0,1104.3396289000011
439,88,6,224768,899584,0.0,0.0,-0.014924594201147556,-0.018707729876041412,0.02496013231575489,0.008601400069892406,0.0,0.0,0.0,1106.477432700005
440,88,3,225280,901120,0.0,0.0,-0.009903889149427414,-0.012970571406185627,0.07469911128282547,0.008901230059564114,0.0,0.0,0.0,1107.8504119000063
441,89,2,225792,902144,0.0,0.0,-0.0068755364045500755,-0.010409651324152946,0.03473323956131935,0.016017261892557144,0.0,0.0,0.0,1108.7901437000037
442,89,6,226304,905216,0.0,0.0,-0.015129253268241882,-0.01870054379105568,0.026255015283823013,0.014352250844240189,0.0,0.0,0.0,1111.0518333
443,89,4,226816,907264,0.0,0.0,-0.01213526725769043,-0.015405524522066116,0.034113287925720215,0.009723406285047531,0.0,0.0,0.0,1112.6279850000064
444,89,5,227328,909824,0.0,0.0,-0.013871637172996998,-0.01702243834733963,0.044279228895902634,0.0028644585981965065,0.0,0.0,0.0,1114.5684442000056
445,89,3,227840,911360,0.0,0.0,-0.010237004607915878,-0.01296623982489109,0.03579360619187355,0.005064866505563259,0.0,0.0,0.0,1116.0134587000066
446,90,2,228352,912384,0.0,0.0,-0.007334452588111162,-0.010401601903140545,0.04343405365943909,0.011499779298901558,0.0,0.0,0.0,1117.1160079000038
447,90,3,228864,913920,0.0,0.0,-0.010443509556353092,-0.012964945286512375,0.03687320277094841,0.01942869834601879,0.0,0.0,0.0,1118.6200266000014
448,90,4,229376,915968,0.0,0.0,-0.012391681782901287,-0.015396198257803917,0.02747264876961708,0.016003692522644997,0.0,0.0,0.0,1120.564783700007
449,90,6,229888,919040,0.0,0.0,-0.01568489335477352,-0.018691005185246468,0.01464046724140644,0.007691612467169762,0.0,0.0,0.0,1123.705242300006
450,90,5,230400,921600,0.0,0.0,-0.01423113327473402,-0.017019446939229965,0.027305297553539276,0.007803477346897125,0.0,0.0,0.0,1126.171551600004
451,91,4,230912,923648,0.0,0.0,-0.012624368071556091,-0.015385263599455357,0.03664371371269226,0.009569210931658745,0.0,0.0,0.0,1128.1559798000017
452,91,5,231424,926208,0.0,0.0,-0.014382732100784779,-0.0170151274651289,0.031234100461006165,0.0032191250938922167,0.0,0.0,0.0,1130.447573000005
453,91,3,231936,927744,0.0,0.0,-0.01061357744038105,-0.012960596941411495,0.04037490487098694,0.006545343901962042,0.0,0.0,0.0,1131.9296262000062
454,91,6,232448,930816,0.0,0.0,-0.01584601029753685,-0.018678084015846252,0.019822975620627403,0.0031093854922801256,0.0,0.0,0.0,1134.2793001000027
455,91,2,232960,931840,0.0,0.0,-0.007898421958088875,-0.010387656278908253,0.02393600158393383,0.01731952652335167,0.0,0.0,0.0,1135.3582293
456,92,3,233472,933376,0.0,0.0,-0.010731032118201256,-0.012957105413079262,0.04457676783204079,0.006825102958828211,0.0,0.0,0.0,1136.8938189000037
457,92,6,233984,936448,0.0,0.0,-0.01599687710404396,-0.01866867206990719,0.03857741132378578,0.005320894066244364,0.0,0.0,0.0,1139.4227453000058
458,92,4,234496,938496,0.0,0.0,-0.012855078093707561,-0.015374469570815563,0.017415255308151245,0.013826287351548672,0.0,0.0,0.0,1141.3385396000012
459,92,2,235008,939520,0.0,0.0,-0.008032579906284809,-0.010372099466621876,0.10262540727853775,0.023952199146151543,0.0,0.0,0.0,1142.3944409000032
460,92,5,235520,942080,0.0,0.0,-0.014635996893048286,-0.017012307420372963,0.01171331200748682,0.0031423442997038364,0.0,0.0,0.0,1144.3527241000047
461,93,6,236032,945152,0.0,0.0,-0.016042886301875114,-0.018656764179468155,0.024688204750418663,0.004894906189292669,0.0,0.0,0.0,1146.7504141000027
462,93,3,236544,946688,0.0,0.0,-0.01094149611890316,-0.012951122596859932,0.044747427105903625,0.005515262018889189,0.0,0.0,0.0,1148.1753737000035
463,93,4,237056,948736,0.0,0.0,-0.013119351118803024,-0.01535861287266016,0.04092929884791374,0.02200312912464142,0.0,0.0,0.0,1150.0606613000054
464,93,2,237568,949760,0.0,0.0,-0.008285396732389927,-0.010362278670072556,0.04658440873026848,0.027897490188479424,0.0,0.0,0.0,1151.134618300006
465,93,5,238080,952320,0.0,0.0,-0.014832052402198315,-0.017009323462843895,0.029649559408426285,0.006649444345384836,0.0,0.0,0.0,1153.126602000004
466,94,5,238592,954880,0.0,0.0,-0.014824755489826202,-0.017005180940032005,0.020291626453399658,0.011067809537053108,0.0,0.0,0.0,1155.0992213000063
467,94,3,239104,956416,0.0,0.0,-0.01101105846464634,-0.012945229187607765,0.01664504036307335,0.012761805206537247,0.0,0.0,0.0,1156.524236600002
468,94,6,239616,959488,0.0,0.0,-0.0163497906178236,-0.01863832026720047,0.03545299544930458,0.022775961086153984,0.0,0.0,0.0,1158.8466866000017
469,94,4,240128,961536,0.0,0.0,-0.013319835066795349,-0.015345427207648754,0.03589192032814026,0.00849037617444992,0.0,0.0,0.0,1160.5218537000037
470,94,2,240640,962560,0.0,0.0,-0.00852894689887762,-0.010339861735701561,0.06983385980129242,0.02512209303677082,0.0,0.0,0.0,1161.5217488000053
471,95,5,241152,965120,0.0,0.0,-0.014910570345818996,-0.01699872314929962,0.03963702917098999,0.008528044447302818,0.0,0.0,0.0,1163.4285510000045
472,95,2,241664,966144,0.0,0.0,-0.008530067279934883,-0.010317017324268818,0.04428505897521973,0.041949257254600525,0.0,0.0,0.0,1164.376654300002
473,95,4,242176,968192,0.0,0.0,-0.013263254426419735,-0.015327024273574352,0.020100487396121025,0.02349383383989334,0.0,0.0,0.0,1166.070111400004
474,95,6,242688,971264,0.0,0.0,-0.016395356506109238,-0.01861962117254734,0.043828994035720825,0.010170617140829563,0.0,0.0,0.0,1168.350802800007
475,95,3,243200,972800,0.0,0.0,-0.01110925618559122,-0.012939170002937317,0.05272211879491806,0.014331163838505745,0.0,0.0,0.0,1169.755447500007
476,96,5,243712,975360,0.0,0.0,-0.014866403304040432,-0.01699129119515419,0.02194507233798504,0.0073143853805959225,0.0,0.0,0.0,1171.7228821000026
